FullDate,WaterbodyName,pH,Dissolved Oxygen,Conductivity @25°C
2016-12-01,Washpool,8.1,48.25,456.0
2016-12-01,TRIMOGE_030,8.2,52.75,564.0
2016-12-01,SWINFORD_010,8.1,51.65,671.0
2016-12-01,TRIMOGE_030,8.2,52.75,564.0
2016-12-01,FINN (DONEGAL)_080,7.2,54.7,145.0
2016-12-01,BURN DAURNETT_010,7.3,55.45,159.0
2016-12-01,OWENNACURRA_040,7.7,50.3,203.0
2016-12-01,GWEESTION_010,8.1,58.0,597.0
2016-12-01,TRIMOGE_010,7.9,53.75,544.0
2016-12-01,MOY_120,8.1,56.7,450.0
2016-12-01,DEEL (CROSSMOLINA)_050,8.0,53.75,560.0
2016-12-01,TRIMOGE_010,7.9,53.75,544.0
2016-12-01,OWENNACURRA_040,7.7,50.3,203.0
2016-12-01,SHOURNAGH_030,7.9,52.35,231.0
2016-12-01,SHOURNAGH_030,7.9,52.35,231.0
2016-12-01,SHOURNAGH_040,7.9,53.4,236.0
2016-12-01,SWINFORD_010,8.1,51.65,671.0
2016-12-01,SWINFORD_010,8.2,53.7,467.0
2016-12-01,SULLANE_050,7.3,53.4,118.0
2016-12-01,TRIMOGE_020,7.9,52.6,540.0
2016-12-01,Inniscarra,7.4,60.0,141.0
2016-12-01,Inniscarra,7.3,51.55,136.0
2016-12-01,SHOURNAGH_040,7.9,53.4,236.0
2016-12-01,TRIMOGE_030,8.2,60.35,557.0
2016-12-01,TRIMOGE_020,7.9,52.6,540.0
2016-12-01,BEHY (NORTH MAYO)_010,7.7,48.0,626.0
2016-12-01,SULLANE_050,7.3,53.4,118.0
2016-12-01,DUNGOURNEY_020,7.8,49.95,255.0
2016-12-01,GLENCREE_010,7.4,53.25,72.0
2016-12-01,GLASHABOY (LOUGH MAHON)_010,7.9,58.3,196.0
2016-12-01,LEE (CORK)_040,7.6,54.3,108.0
2016-12-01,GLENFELLY STREAM_010,7.3,37.4,80.0
2016-12-01,SPADDAGH_010,8.1,53.95,591.0
2016-12-01,SPADDAGH_010,8.2,51.15,578.0
2016-12-01,SPADDAGH_010,7.9,55.5,555.0
2016-12-01,Inniscarra,7.2,50.35,141.0
2016-12-01,Inniscarra,7.2,49.3,138.0
2016-12-01,SWINFORD_010,8.2,53.7,467.0
2016-12-01,BEHY (NORTH MAYO)_010,7.7,48.0,626.0
2016-12-01,SONNAGH (MOY)_010,7.9,55.55,513.0
2016-12-01,GWEESTION_020,8.1,58.0,591.0
2016-12-01,MOY_080,8.1,51.1,532.0
2016-12-01,DARGLE_030,7.6,54.9,235.0
2016-12-01,GWEESTION_020,8.1,52.8,604.0
2016-12-01,LEE (CORK)_040,7.6,54.3,108.0
2016-12-01,Inniscarra,7.2,50.35,141.0
2016-12-01,SONNAGH (MOY)_010,7.9,55.55,513.0
2016-12-01,LEE (CORK)_040,7.6,54.3,108.0
2016-12-01,GLORE (MAYO)_020,8.2,49.45,655.0
2016-12-01,CROSS ROADS STREAM_010,7.9,55.95,272.0
2016-12-01,GLENFELLY STREAM_010,7.3,37.4,80.0
2016-12-01,GLORE (MAYO)_020,8.2,58.7,646.0
2016-12-01,Inniscarra,7.2,49.3,138.0
2016-12-01,BUTLERSTOWN_010,8.1,51.75,269.0
2016-12-01,YELLOW (KNOCK)_020,7.9,52.65,569.0
2016-12-01,CORROY_010,7.7,47.0,759.0
2016-12-01,LEE (CORK)_020,7.0,53.95,62.0
2016-12-01,POLLAGH_030,7.9,53.6,557.0
2016-12-01,CASTLEBAR_020,7.7,53.45,482.0
2016-12-01,GLORE (MAYO)_020,8.0,54.25,661.0
2016-12-01,TRIMOGE_030,8.2,60.35,557.0
2016-12-01,BUTLERSTOWN_020,7.9,53.4,221.0
2016-12-01,CASTLEBAR_040,7.9,52.9,550.0
2016-12-01,LEE (CORK)_080,7.8,58.45,200.0
2017-01-01,LEE (CORK)_020,7.1,54.2,62.0
2017-01-01,SHANGANAGH_010,8.0,54.2,356.0
2017-01-01,CORROY_010,7.7,54.9,710.0
2017-01-01,GLENCREE_010,7.4,57.6,88.0
2017-01-01,GLENCREE_010,7.4,57.6,88.0
2017-01-01,CORROY_010,7.7,54.9,710.0
2017-01-01,SULLANE_050,7.7,54.1,110.0
2017-01-01,CLYDAGH (CASTLEBAR)_010,7.8,56.2,154.0
2017-01-01,CARRIGANS_010,7.6,54.8,344.0
2017-01-01,YELLOW (FOXFORD)_020,8.2,54.9,301.0
2017-01-01,MANULLA_040,7.9,52.2,649.0
2017-01-01,DARGLE_040,7.5,54.9,4200.0
2017-01-01,DEEL (CROSSMOLINA)_050,7.9,54.9,505.0
2017-01-01,LEE (CORK)_040,7.2,53.1,90.0
2017-01-01,MOY_090,8.1,48.85,486.0
2017-01-01,LEE (CORK)_090,7.5,58.2,155.0
2017-01-01,KILL OF THE GRANGE STREAM_010,8.2,51.35,356.0
2017-01-01,CASTLEBAR_040,7.9,50.4,536.0
2017-01-01,SWILLY BURN_010,6.9,55.15,266.0
2017-01-01,SHANGANAGH_010,8.3,54.55,356.0
2017-01-01,GLASHABOY (LOUGH MAHON)_010,7.6,55.3,182.0
2017-01-01,CASTLEBAR_020,7.9,50.5,379.0
2017-01-01,SULLANE_050,7.7,54.1,110.0
2017-01-01,MANULLA_040,7.9,52.2,649.0
2017-01-01,LEE (CORK)_040,7.2,53.1,90.0
2017-01-01,GLENFELLY STREAM_010,8.0,34.3,123.0
2017-01-01,DEEL (CROSSMOLINA)_050,7.9,54.9,505.0
2017-01-01,LEE (CORK)_020,7.1,54.2,62.0
2017-01-01,BEHY (NORTH MAYO)_010,7.7,54.9,578.0
2017-01-01,GLENFELLY STREAM_010,8.0,34.3,123.0
2017-01-01,TRIMOGE_030,8.2,46.45,535.0
2017-01-01,SPADDAGH_010,8.2,54.5,553.0
2017-01-01,SHANGANAGH_010,8.2,53.75,356.0
2017-01-01,SHANGANAGH_010,8.0,54.2,356.0
2017-01-01,MOY_080,8.1,55.4,564.0
2017-01-01,MOY_090,8.2,43.8,484.0
2017-01-01,GWEESTION_020,8.1,44.1,576.0
2017-01-01,DARGLE_030,7.8,58.65,228.0
2017-01-01,GLASHABOY (LOUGH MAHON)_010,7.6,55.3,182.0
2017-01-01,ST JOHNSTON_010,7.9,55.35,403.0
2017-01-01,LEE (CORK)_040,7.2,53.1,90.0
2017-01-01,KILL OF THE GRANGE STREAM_010,8.1,50.3,356.0
2017-01-01,MOY_090,8.2,43.8,484.0
2017-01-01,CARRIGANS_010,7.6,54.8,344.0
2017-01-01,CLYDAGH (CASTLEBAR)_010,7.8,56.2,154.0
2017-01-01,SPADDAGH_010,8.2,54.5,553.0
2017-01-01,MOY_080,8.1,55.4,564.0
2017-01-01,KILL OF THE GRANGE STREAM_010,8.2,51.35,356.0
2017-01-01,LEE (CORK)_090,7.5,58.2,155.0
2017-01-01,LEE (CORK)_080,7.4,61.05,156.0
2017-01-01,DARGLE_030,7.8,58.65,228.0
2017-01-01,MOY_070,8.0,54.9,408.0
2017-01-01,SHANGANAGH_010,8.2,53.75,356.0
2017-01-01,GLENCULLEN_010,6.9,55.4,356.0
2017-01-01,DARGLE_040,7.5,54.9,4200.0
2017-01-01,CASTLEBAR_020,7.9,50.5,379.0
2017-01-01,ST JOHNSTON_010,7.9,55.35,403.0
2017-01-01,KILL OF THE GRANGE STREAM_010,8.1,50.3,356.0
2017-01-01,LEE (CORK)_080,7.4,61.05,156.0
2017-01-01,MOY_090,8.1,48.85,486.0
2017-01-01,GLORE (MAYO)_020,8.0,45.3,540.0
2017-01-01,SWILLY BURN_010,6.9,55.15,266.0
2017-01-01,GLORE (MAYO)_020,8.0,45.3,540.0
2017-01-01,GWEESTION_020,8.1,44.1,576.0
2017-01-01,CASTLEBAR_040,7.9,50.4,536.0
2017-01-01,MOY_120,7.8,54.9,378.0
2017-01-01,GLENCULLEN_010,6.9,55.4,356.0
2017-01-01,TRIMOGE_030,8.2,46.45,535.0
2017-01-01,SHANGANAGH_010,8.3,54.55,356.0
2017-01-01,LEE (CORK)_040,7.2,53.1,90.0
2017-01-01,MOY_070,8.0,54.9,408.0
2017-02-01,LEE (CORK)_040,7.2,54.25,109.0
2017-02-01,SHOURNAGH_040,7.6,54.9,257.0
2017-02-01,POLLAGH_040,8.1,56.35,553.0
2017-02-01,GLASHABOY (LOUGH MAHON)_010,7.4,53.55,178.0
2017-02-01,YELLOW (FOXFORD)_010,7.9,50.35,229.0
2017-02-01,BURN DAURNETT_010,6.4,56.25,129.0
2017-02-01,KILMACANOGE_010,7.9,52.55,368.0
2017-02-01,DARGLE_020,7.3,56.7,114.0
2017-02-01,BURN DAURNETT_010,7.3,56.15,151.0
2017-02-01,BURN DAURNETT_010,5.9,56.8,96.0
2017-02-01,GLENFELLY STREAM_010,7.7,50.35,61.0
2017-02-01,Talt,8.0,54.05,187.0
2017-02-01,DARGLE_010,7.1,55.5,73.0
2017-02-01,BURN DAURNETT_010,6.4,56.25,129.0
2017-02-01,SPADDAGH_010,8.0,57.2,546.0
2017-02-01,BURN DAURNETT_010,7.3,56.15,151.0
2017-02-01,SULLANE_060,7.3,55.55,151.0
2017-02-01,FINN (DONEGAL)_060,6.6,56.7,77.0
2017-02-01,BURN DAURNETT_010,5.9,56.8,96.0
2017-02-01,SULLANE_020,7.4,55.1,101.0
2017-02-01,TRIMOGE_010,8.3,49.15,536.0
2017-02-01,CORROY_010,7.8,45.55,716.0
2017-02-01,GLENREE_030,8.0,54.3,540.0
2017-02-01,GLENREE_030,8.2,49.05,545.0
2017-02-01,GLENCULLEN_020,7.9,56.05,252.0
2017-02-01,SPADDAGH_010,8.3,56.15,564.0
2017-02-01,MOY_120,8.1,51.75,423.0
2017-02-01,MOY_120,8.2,53.75,406.0
2017-02-01,LOUGHNAMINOO STREAM_010,7.4,45.1,498.0
2017-02-01,SULLANE_050,7.5,55.15,139.0
2017-02-01,TRIMOGE_020,8.1,56.8,674.0
2017-02-01,FINN (DONEGAL)_080,6.6,56.75,78.0
2017-02-01,MOY_080,8.1,53.5,537.0
2017-02-01,CAMCOR_020,7.6,51.25,129.0
2017-02-01,OWENNACURRA_040,7.7,54.5,218.0
2017-02-01,FINN (DONEGAL)_080,6.7,56.25,83.0
2017-02-01,LEE (CORK)_080,7.7,55.05,173.0
2017-02-01,FINN (DONEGAL)_080,7.3,55.5,110.0
2017-02-01,DRIPSEY_010,7.3,54.85,76.0
2017-02-01,GRANEY (SHANNON)_050,7.6,59.0,209.0
2017-02-01,CASTLEBAR_040,7.9,53.25,483.0
2017-02-01,MOY_090,8.3,54.6,486.0
2017-02-01,MOY_100,8.2,51.25,429.0
2017-02-01,GLORE (MAYO)_020,8.3,58.7,642.0
2017-02-01,GLORE (MAYO)_020,8.0,51.95,524.0
2017-02-01,BUTLERSTOWN_030,7.8,54.6,262.0
2017-02-01,YELLOW (FOXFORD)_020,8.0,52.95,269.0
2017-02-01,MOY_090,8.2,54.9,493.0
2017-02-01,YELLOW (KNOCK)_010,8.2,56.7,535.0
2017-02-01,GWEESTION_010,8.2,55.6,593.0
2017-02-01,DRIPSEY_010,7.3,54.85,76.0
2017-02-01,CASTLEBAR_040,7.9,53.25,483.0
2017-02-01,BELLAWADDY_020,8.2,54.0,685.0
2017-02-01,GWEESTION_020,8.2,53.45,583.0
2017-02-01,GLENCREE_010,7.3,55.55,67.0
2017-02-01,LEE (CORK)_040,7.2,54.25,109.0
2017-02-01,BUTLERSTOWN_020,7.8,54.55,234.0
2017-02-01,BELLAWADDY_010,8.1,52.9,630.0
2017-02-01,CLYDAGH (CASTLEBAR)_010,7.5,51.15,108.0
2017-02-01,BEHY (NORTH MAYO)_010,7.9,48.4,671.0
2017-02-01,MOY_070,8.1,55.2,395.0
2017-02-01,BUTLERSTOWN_030,7.8,54.6,262.0
2017-02-01,GRANEY (SHANNON)_050,7.6,59.0,209.0
2017-02-01,AVONMORE_040,6.4,57.0,52.0
2017-02-01,YELLOW (KNOCK)_010,8.2,56.7,535.0
2017-02-01,YELLOW (KNOCK)_020,8.0,57.0,567.0
2017-02-01,BELLAWADDY_020,8.2,54.0,685.0
2017-02-01,KILMACANOGE_010,7.9,52.55,368.0
2017-02-01,GLORE (MAYO)_020,8.3,58.7,642.0
2017-02-01,GLORE (MAYO)_020,8.0,51.95,524.0
2017-02-01,LEAFFONY_010,7.9,51.25,489.0
2017-02-01,BUTLERSTOWN_010,7.2,53.4,252.0
2017-02-01,CLYDAGH (CASTLEBAR)_010,7.1,49.55,115.0
2017-02-01,LEE (CORK)_090,7.6,56.1,161.0
2017-02-01,GWEESTION_020,8.2,53.45,583.0
2017-02-01,POLLAGH_010,8.0,39.25,562.0
2017-02-01,CASTLEBAR_010,7.8,46.05,392.0
2017-02-01,MOY_090,8.3,54.6,486.0
2017-02-01,SWINFORD_010,8.1,55.75,681.0
2017-02-01,MOY_090,8.2,54.9,493.0
2017-02-01,TRIMOGE_030,8.3,54.7,532.0
2017-02-01,CROSS ROADS STREAM_010,7.8,56.15,208.0
2017-02-01,SWINFORD_010,8.2,53.3,666.0
2017-02-01,BUTLERSTOWN_020,7.8,54.55,234.0
2017-02-01,GLENFELLY STREAM_010,7.7,50.35,61.0
2017-02-01,AVONMORE_040,6.4,57.0,52.0
2017-02-01,LEE (CORK)_030,7.3,55.3,79.0
2017-02-01,MANULLA_040,8.0,52.05,657.0
2017-02-01,MANULLA_040,7.9,51.95,653.0
2017-02-01,SULLANE_050,7.5,55.15,139.0
2017-02-01,DUNGOURNEY_020,7.6,52.85,294.0
2017-02-01,GLASHABOY (LOUGH MAHON)_010,7.4,53.55,178.0
2017-02-01,YELLOW (KNOCK)_020,8.0,57.0,567.0
2017-02-01,CROSS ROADS STREAM_010,6.9,56.25,157.0
2017-02-01,DARGLE_030,7.8,56.6,148.0
2017-02-01,CASTLEBAR_010,7.9,47.3,398.0
2017-02-01,YELLOW (FOXFORD)_020,8.0,52.95,269.0
2017-02-01,LEAFFONY_020,8.3,54.55,623.0
2017-02-01,BELLAWADDY_010,8.1,52.9,630.0
2017-02-01,GLENREE_030,8.2,49.05,545.0
2017-02-01,GLENREE_030,8.0,54.3,540.0
2017-02-01,BALLYCREEN BROOK_020,7.0,54.9,92.0
2017-02-01,CASTLEBAR_030,8.0,52.1,581.0
2017-02-01,DRIPSEY_020,7.6,55.35,158.0
2017-02-01,DRIPSEY_020,7.7,55.4,189.0
2017-02-01,CARROWKERIBLY LOUGH STREAM_010,7.9,51.1,229.0
2017-02-01,GLENCULLEN_020,7.9,56.05,252.0
2017-02-01,SULLANE_060,7.3,55.55,151.0
2017-02-01,LEE (CORK)_030,7.3,55.3,79.0
2017-02-01,YELLOW (FOXFORD)_010,7.9,50.35,229.0
2017-02-01,MANULLA_010,7.7,47.65,574.0
2017-02-01,POLLAGH_030,8.0,53.15,557.0
2017-02-01,SWINFORD_010,8.2,53.3,666.0
2017-02-01,SONNAGH (MOY)_010,8.2,55.65,484.0
2017-02-01,SONNAGH (MOY)_010,8.0,54.8,509.0
2017-02-01,DARGLE_040,7.8,56.55,192.0
2017-02-01,LEE (CORK)_020,7.1,56.0,74.0
2017-02-01,MANULLA_040,7.9,51.95,653.0
2017-02-01,POLLAGH_040,8.1,56.35,553.0
2017-02-01,MANULLA_040,8.0,52.05,657.0
2017-02-01,DEEL (CROSSMOLINA)_040,7.6,55.0,157.0
2017-02-01,BALLYCREEN BROOK_020,7.0,54.9,92.0
2017-02-01,FINN (DONEGAL)_080,6.7,56.25,83.0
2017-02-01,FINN (DONEGAL)_080,7.3,55.5,110.0
2017-02-01,SULLANE_020,7.4,55.1,101.0
2017-02-01,DRIPSEY_020,7.6,55.35,158.0
2017-02-01,MANULLA_010,7.7,47.65,574.0
2017-02-01,ASKANAGAP STREAM_010,7.0,54.95,82.0
2017-02-01,DRIPSEY_020,7.7,55.4,189.0
2017-02-01,DARGLE_020,7.3,56.7,114.0
2017-02-01,CARROWKERIBLY LOUGH STREAM_010,7.9,51.1,229.0
2017-02-01,CORROY_010,7.8,45.55,716.0
2017-02-01,LEE (CORK)_090,7.6,56.1,161.0
2017-02-01,CARRIGAHORIG STREAM_010,8.4,52.7,702.0
2017-02-01,GLENCREE_010,7.3,55.55,67.0
2017-02-01,Inniscarra,7.4,54.55,141.0
2017-02-01,CAMCOR_050,8.2,49.0,354.0
2017-02-01,Inniscarra,7.5,55.35,129.0
2017-02-01,Inniscarra,7.4,55.15,143.0
2017-02-01,DUNGOURNEY_020,7.6,52.85,294.0
2017-02-01,CARRIGAHORIG STREAM_010,8.4,52.7,702.0
2017-02-01,BEHY (NORTH MAYO)_010,7.9,48.4,671.0
2017-02-01,TRIMOGE_020,8.1,56.8,674.0
2017-02-01,SHOURNAGH_040,7.6,54.9,257.0
2017-02-01,LEAFFONY_020,8.3,54.55,623.0
2017-02-01,DEEL (CROSSMOLINA)_040,7.6,55.0,157.0
2017-02-01,SLIEVECLAUR_010,7.8,45.5,554.0
2017-02-01,DEEL (CROSSMOLINA)_020,7.4,54.9,173.0
2017-02-01,MANULLA_020,7.7,49.75,642.0
2017-02-01,MANULLA_020,7.7,50.5,643.0
2017-02-01,CROSS ROADS STREAM_010,7.8,56.15,208.0
2017-02-01,POLLAGH_010,8.0,39.25,562.0
2017-02-01,MOY_070,8.1,55.2,395.0
2017-02-01,CASTLEBAR_020,7.9,46.75,446.0
2017-02-01,LOUGHNAMINOO STREAM_010,7.4,45.1,498.0
2017-02-01,CAMCOR_050,8.2,49.0,354.0
2017-02-01,LEE (CORK)_030,7.3,55.3,79.0
2017-02-01,LEE (CORK)_020,7.1,56.0,74.0
2017-02-01,POLLAGH_030,8.0,53.15,557.0
2017-02-01,Inniscarra,7.4,55.15,143.0
2017-02-01,CASTLEBAR_020,7.9,52.3,433.0
2017-02-01,Inniscarra,7.5,55.35,129.0
2017-02-01,Inniscarra,7.4,54.45,145.0
2017-02-01,Inniscarra,7.5,55.85,115.0
2017-02-01,Inniscarra,7.4,55.65,134.0
2017-02-01,Inniscarra,7.5,55.35,164.0
2017-02-01,MOY_080,8.1,53.5,537.0
2017-02-01,SONNAGH (MOY)_010,8.2,55.65,484.0
2017-02-01,SONNAGH (MOY)_010,8.0,54.8,509.0
2017-02-01,Inniscarra,7.4,54.55,141.0
2017-02-01,LEE (CORK)_080,7.7,55.05,173.0
2017-02-01,DEEL (CROSSMOLINA)_050,7.8,55.2,279.0
2017-02-01,LEE (CORK)_040,7.2,54.25,109.0
2017-02-01,CASTLEBAR_020,7.9,52.3,433.0
2017-02-01,CASTLEBAR_020,7.9,46.75,446.0
2017-02-01,FINN (DONEGAL)_060,6.6,56.7,77.0
2017-02-01,CLYDAGH (CASTLEBAR)_020,7.7,54.7,187.0
2017-02-01,SPADDAGH_010,8.3,56.15,564.0
2017-02-01,SPADDAGH_010,8.0,57.2,546.0
2017-02-01,MOY_100,8.2,51.25,429.0
2017-02-01,LEE (CORK)_040,7.2,54.25,109.0
2017-02-01,CLOONAGHMORE_060,8.2,54.9,4040.0
2017-02-01,SLIEVECLAUR_010,7.8,45.5,554.0
2017-02-01,DARGLE_030,7.8,56.6,148.0
2017-02-01,CASTLEBAR_010,7.8,46.05,392.0
2017-02-01,CASTLEBAR_010,7.9,47.3,398.0
2017-02-01,LEE (CORK)_030,7.3,55.3,79.0
2017-02-01,MOY_120,8.2,53.75,406.0
2017-02-01,MOY_120,8.1,51.75,423.0
2017-02-01,TRIMOGE_030,8.3,54.7,532.0
2017-02-01,CROSS ROADS STREAM_010,6.9,56.25,157.0
2017-02-01,GWEESTION_010,8.2,55.6,593.0
2017-02-01,Inniscarra,7.5,55.85,115.0
2017-02-01,Inniscarra,7.4,55.35,146.0
2017-02-01,Inniscarra,7.4,54.45,145.0
2017-02-01,SHOURNAGH_030,7.7,54.35,246.0
2017-02-01,Inniscarra,7.4,55.65,134.0
2017-02-01,CAMCOR_020,7.6,51.25,129.0
2017-02-01,TRIMOGE_010,8.3,49.15,536.0
2017-02-01,OWENNACURRA_040,7.7,54.5,218.0
2017-02-01,BUTLERSTOWN_010,7.2,53.4,252.0
2017-02-01,DEEL (CROSSMOLINA)_050,7.8,55.2,279.0
2017-02-01,SWINFORD_010,8.1,55.75,681.0
2017-02-01,MANULLA_020,7.7,49.75,642.0
2017-02-01,MANULLA_020,7.7,50.5,643.0
2017-02-01,Inniscarra,7.5,55.35,164.0
2017-02-01,LEAFFONY_010,7.9,51.25,489.0
2017-02-01,MANULLA_030,7.9,49.9,659.0
2017-02-01,DARGLE_040,7.8,56.55,192.0
2017-02-01,DARGLE_010,7.1,55.5,73.0
2017-02-01,CLYDAGH (CASTLEBAR)_020,7.7,54.7,187.0
2017-02-01,CLYDAGH (CASTLEBAR)_010,7.1,49.55,115.0
2017-02-01,CASTLEBAR_030,8.0,52.1,581.0
2017-02-01,MANULLA_030,7.9,49.9,659.0
2017-02-01,CLYDAGH (CASTLEBAR)_010,7.5,51.15,108.0
2017-02-01,SHOURNAGH_030,7.7,54.35,246.0
2017-03-01,GWDTE-Caherglassaun Turlough (SAC000238),7.6,41.75,231.0
2017-03-01,LEE (CORK)_080,7.2,54.85,186.0
2017-03-01,MANULLA_040,7.8,50.85,535.0
2017-03-01,KILL OF THE GRANGE STREAM_010,7.9,53.5,356.0
2017-03-01,FINN (DONEGAL)_060,6.7,56.25,75.0
2017-03-01,EIGNAGH_010,7.8,49.15,139.0
2017-03-01,SHANGANAGH_010,8.1,58.9,356.0
2017-03-01,Swinford,7.0,35.1,714.0
2017-03-01,LEE (CORK)_020,7.1,55.7,64.0
2017-03-01,GLENFELLY STREAM_010,6.6,56.15,59.0
2017-03-01,GLENCREE_010,6.9,54.05,71.0
2017-03-01,Kilcullen,7.2,40.0,737.0
2017-03-01,YELLOW (FOXFORD)_020,8.0,55.25,270.0
2017-03-01,Wicklow,6.4,36.05,227.0
2017-03-01,Carrick on Shannon,8.2,39.0,606.0
2017-03-01,DARGLE_020,7.7,55.15,145.0
2017-03-01,FINN (DONEGAL)_080,6.8,54.9,115.0
2017-03-01,GWEESTION_020,7.8,52.05,383.0
2017-03-01,SHANGANAGH_010,8.1,58.9,356.0
2017-03-01,SHANGANAGH_010,8.2,57.95,356.0
2017-03-01,MOY_090,7.9,51.55,298.0
2017-03-01,SHANGANAGH_010,8.0,56.4,356.0
2017-03-01,SHANGANAGH_010,8.2,57.95,356.0
2017-03-01,FINN (DONEGAL)_060,6.7,56.25,75.0
2017-03-01,SHANGANAGH_010,8.0,56.4,356.0
2017-03-01,LEE (CORK)_040,7.0,56.65,128.0
2017-03-01,ASKANAGAP STREAM_010,6.8,60.8,82.0
2017-03-01,GWEESTION_020,7.8,52.05,383.0
2017-03-01,BALLYCREEN BROOK_020,6.9,60.9,91.0
2017-03-01,ST JOHNSTON_010,7.8,55.55,384.0
2017-03-01,SULLANE_050,7.4,56.7,114.0
2017-03-01,CASTLEBAR_020,7.8,52.45,324.0
2017-03-01,EIGNAGH_010,7.8,49.15,139.0
2017-03-01,CASTLEBAR_040,7.8,49.7,402.0
2017-03-01,BEHY (NORTH MAYO)_010,7.6,52.2,313.0
2017-03-01,DARGLE_040,8.0,55.7,260.0
2017-03-01,GLENCULLEN_010,5.8,58.15,356.0
2017-03-01,MOY_120,8.0,57.45,356.0
2017-03-01,Clare-Corrib,7.2,39.5,696.0
2017-03-01,TRIMOGE_030,7.9,53.7,297.0
2017-03-01,LEE (CORK)_040,7.0,56.65,128.0
2017-03-01,DARGLE_010,7.0,54.05,83.0
2017-03-01,GLENCULLEN_010,5.8,58.15,356.0
2017-03-01,DARGLE_030,7.9,55.2,196.0
2017-03-01,CLYDAGH (CASTLEBAR)_010,7.1,54.5,75.0
2017-03-01,MOY_070,7.8,56.7,187.0
2017-03-01,Cong-Robe,6.9,8.9,759.0
2017-03-01,EIGNAGH_030,7.8,55.05,263.0
2017-03-01,GLORE (MAYO)_020,7.9,54.1,497.0
2017-03-01,MOY_090,7.9,51.6,305.0
2017-03-01,CARRIGANS_010,7.6,52.75,333.0
2017-03-01,Bray Lower,5.3,51.35,356.0
2017-03-01,CASTLEBAR_020,7.8,52.45,324.0
2017-03-01,LEE (CORK)_040,7.0,56.65,128.0
2017-03-01,MOY_070,7.8,56.7,187.0
2017-03-01,CROSS ROADS STREAM_010,7.3,56.8,156.0
2017-03-01,GWDTE-Caherglassaun Turlough (SAC000238),7.6,41.75,231.0
2017-03-01,GLORE (MAYO)_020,7.9,54.1,497.0
2017-03-01,KILMACANOGE_010,7.8,52.8,388.0
2017-03-01,Bray Lower,5.3,56.305,356.0
2017-03-01,Ballyshannon East,7.2,2.75,751.0
2017-03-01,LEE (CORK)_090,7.3,54.95,187.0
2017-03-01,SPADDAGH_010,7.9,53.6,403.0
2017-03-01,MOY_120,8.0,57.45,356.0
2017-03-01,DEEL (CROSSMOLINA)_050,7.7,53.9,206.0
2017-03-01,EIGNAGH_030,7.8,55.05,263.0
2017-03-01,SWILLY BURN_010,7.6,55.3,496.0
2017-03-01,LEE (CORK)_040,7.0,56.65,128.0
2017-03-01,GLENCULLEN_020,8.2,55.15,291.0
2017-03-01,BURN DAURNETT_010,6.8,56.85,114.0
2017-03-01,DEEL (CROSSMOLINA)_050,7.7,53.9,206.0
2017-03-01,CARRIGANS_010,7.6,52.75,333.0
2017-03-01,Inniscarra,7.0,52.1,108.0
2017-03-01,SULLANE_050,7.4,56.7,114.0
2017-03-01,Inniscarra,7.1,52.0,129.0
2017-03-01,MOY_080,7.9,52.0,362.0
2017-03-01,MANULLA_040,7.8,50.85,535.0
2017-03-01,BURN DAURNETT_010,6.8,56.85,114.0
2017-03-01,BEHY (NORTH MAYO)_010,7.6,52.2,313.0
2017-03-01,AVONMORE_040,6.6,59.95,62.0
2017-03-01,Swinford,7.3,42.9,596.0
2017-03-01,BURN DAURNETT_010,6.6,56.25,82.0
2017-03-01,MOY_090,7.9,51.6,305.0
2017-03-01,YELLOW (FOXFORD)_020,8.0,55.25,270.0
2017-03-01,GLASHABOY (LOUGH MAHON)_010,7.2,54.5,178.0
2017-03-01,FINN (DONEGAL)_080,6.8,54.9,115.0
2017-03-01,FINN (DONEGAL)_080,6.8,55.55,88.0
2017-03-01,Cong-Robe,6.9,8.9,759.0
2017-03-01,Clare-Corrib,7.2,39.5,696.0
2017-03-01,Inniscarra,7.0,55.95,117.0
2017-03-01,CORROY_010,7.9,54.45,565.0
2017-03-01,Inniscarra,7.0,53.7,118.0
2017-03-01,SWILLY BURN_010,7.6,55.3,496.0
2017-03-01,DARGLE_010,7.0,54.05,83.0
2017-03-01,GLENCREE_010,6.9,54.05,71.0
2017-03-01,Swinford,7.1,38.5,521.0
2017-03-01,CARRIGAHORIG STREAM_010,8.4,53.8,719.0
2017-03-01,GLENFELLY STREAM_010,6.6,56.15,59.0
2017-03-01,SPADDAGH_010,7.9,53.6,403.0
2017-03-01,Swinford,7.1,38.5,521.0
2017-03-01,GLASHABOY (LOUGH MAHON)_010,7.2,54.5,178.0
2017-03-01,Swinford,7.2,26.2,582.0
2017-03-01,DARGLE_020,7.7,55.15,145.0
2017-03-01,Swinford,7.2,41.75,564.0
2017-03-01,Swinford,7.3,42.9,596.0
2017-03-01,KILL OF THE GRANGE STREAM_010,7.9,53.5,356.0
2017-03-01,KILL OF THE GRANGE STREAM_010,7.8,50.05,356.0
2017-03-01,CROSS ROADS STREAM_010,7.3,56.8,156.0
2017-03-01,MOY_080,7.9,52.0,362.0
2017-03-01,LEE (CORK)_080,7.2,54.85,186.0
2017-03-01,CASTLEBAR_040,7.8,49.7,402.0
2017-03-01,Carrick on Shannon,8.2,39.0,606.0
2017-03-01,MOY_090,7.9,51.55,298.0
2017-03-01,KILL OF THE GRANGE STREAM_010,7.8,50.05,356.0
